id,observed_on,time_observed_at,out_of_range,user_id,created_at,quality_grade,url,description,id_please,num_identification_agreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
3887148,2016-08-13,2016-08-13 16:03:58 UTC,true,206797,2016-08-14 22:54:59 UTC,research,http://www.inaturalist.org/observations/3887148,"Small thumb-sized frogs in a pond at the Whitewater Preserve, near the Whitewater River. I also saw some of these same frogs in the river.",true,3,false,3,"9160 Whitewater Canyon Rd, Whitewater, CA, US",33.989405,-116.656455,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
3979068,2016-08-27,2016-08-28 00:32:00 UTC,false,12809,2016-08-28 09:22:14 UTC,research,http://www.inaturalist.org/observations/3979068,"",false,1,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.2956716667,-118.2831666667,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
3982753,2016-03-27,2016-03-27 20:09:27 UTC,false,295827,2016-08-28 21:47:17 UTC,research,http://www.inaturalist.org/observations/3982753,,false,2,false,3,"Santa Monica Mountains National Recreation Area, Los Angeles, CA, US",34.091125,-118.5689916667,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4028485,2016-09-03,2016-09-03 18:06:00 UTC,false,52839,2016-09-04 00:33:56 UTC,research,http://www.inaturalist.org/observations/4028485,,false,1,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.243155,-117.8756833333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4034931,2016-09-04,2016-09-04 17:16:00 UTC,false,80445,2016-09-04 21:29:01 UTC,research,http://www.inaturalist.org/observations/4034931,"",false,2,false,,"Los Angeles County, CA, USA",34.3147055556,-118.1391055556,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4035008,2016-09-04,2016-09-04 17:31:00 UTC,false,80445,2016-09-04 21:36:51 UTC,research,http://www.inaturalist.org/observations/4035008,"We were in an area where we saw many P. cadaverina, so we think this is one, too, although the stripe through the eye very closely mimics P. hypochondriaca",false,2,false,,"Los Angeles County, CA, USA",34.3142916667,-118.1386722222,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4035169,2016-09-04,2016-09-04 17:17:00 UTC,false,12809,2016-09-04 22:06:23 UTC,research,http://www.inaturalist.org/observations/4035169,"",false,2,false,,"Los Angeles County, CA, USA",34.314816,-118.137993,170,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4038693,2016-09-04,2016-09-04 16:36:00 UTC,false,35725,2016-09-05 05:31:21 UTC,research,http://www.inaturalist.org/observations/4038693,OLYMPUS DIGITAL CAMERA,false,1,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.3122633333,-118.1357616667,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4038698,2016-09-04,2016-09-04 16:25:00 UTC,false,35725,2016-09-05 05:31:23 UTC,research,http://www.inaturalist.org/observations/4038698,"In still, shallow stream water.
OLYMPUS DIGITAL CAMERA",false,2,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.3091666667,-118.1363888889,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4038700,2016-09-04,2016-09-04 16:19:00 UTC,false,35725,2016-09-05 05:31:24 UTC,research,http://www.inaturalist.org/observations/4038700,OLYMPUS DIGITAL CAMERA,false,1,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.3091666667,-118.1363888889,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4058609,2016-09-07,2016-09-07 21:04:08 UTC,false,319081,2016-09-07 21:04:48 UTC,needs_id,http://www.inaturalist.org/observations/4058609,"",false,0,false,3,"91107, Pasadena, CA, US",34.1948676668,-118.1038720721,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4062224,2016-09-07,2016-09-07 17:14:49 UTC,false,324191,2016-09-08 06:34:43 UTC,research,http://www.inaturalist.org/observations/4062224,A baby frog with spots was swimming in stream. It was hard to capture the movements. ,false,3,false,3,"Mount Wilson Toll Rd, Pasadena, CA, US",34.1941333333,-118.1045528333,,,open,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4125344,2016-09-16,2016-09-16 18:50:00 UTC,false,25298,2016-09-16 22:41:13 UTC,research,http://www.inaturalist.org/observations/4125344,"observed by Irina Irvine, NPS Santa Monica Mountains National Recreation Area",false,1,false,,"Los Angeles County, CA, USA",34.1791346,-118.07889,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4145912,2016-09-17,2016-09-18 03:11:00 UTC,false,35725,2016-09-19 04:45:45 UTC,research,http://www.inaturalist.org/observations/4145912,"Tadpole. Still shallow water. Baja and Cali tree frogs in vicinity.
OLYMPUS DIGITAL CAMERA",false,2,false,,"Los Angeles, California, United States",34.2081366667,-118.1696883333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4145921,2016-09-17,2016-09-18 02:50:00 UTC,false,35725,2016-09-19 04:45:50 UTC,research,http://www.inaturalist.org/observations/4145921,OLYMPUS DIGITAL CAMERA,false,2,false,,"Los Angeles, California, United States",34.2066666667,-118.1680555556,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4146617,2016-09-17,2016-09-18 02:23:00 UTC,false,35725,2016-09-19 06:55:04 UTC,research,http://www.inaturalist.org/observations/4146617,OLYMPUS DIGITAL CAMERA,false,2,false,,"Los Angeles, California, United States",34.2042116667,-118.1666033333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4205392,2016-09-25,2016-09-26 01:08:00 UTC,false,12809,2016-09-26 05:21:12 UTC,research,http://www.inaturalist.org/observations/4205392,"",false,2,false,,"Los Angeles County, CA, USA",34.202219,-118.023612,195,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4207822,2016-09-25,2016-09-26 01:13:00 UTC,false,6971,2016-09-26 17:54:30 UTC,research,http://www.inaturalist.org/observations/4207822,"",false,2,false,,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.200656,-118.02111,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4273093,2013-02-17,2013-02-17 22:30:00 UTC,false,377,2016-10-05 01:51:42 UTC,research,http://www.inaturalist.org/observations/4273093,,false,1,false,,west of Dos Cabezas,32.7698633333,-116.1874116667,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4283361,2016-09-21,2016-09-22 03:54:08 UTC,false,345473,2016-10-06 13:14:04 UTC,research,http://www.inaturalist.org/observations/4283361,,false,1,false,3,"Angeles National Forest, Valyermo, CA, US",34.42363,-117.8390283333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4283366,2016-09-21,2016-09-22 03:52:03 UTC,false,345473,2016-10-06 13:14:22 UTC,research,http://www.inaturalist.org/observations/4283366,,false,2,false,3,"26659–27377 Big Rock Creek Rd, Valyermo, CA, US",34.4246333333,-117.838905,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4287831,2016-09-25,2016-09-26 00:25:27 UTC,true,346206,2016-10-07 00:33:10 UTC,research,http://www.inaturalist.org/observations/4287831,"Se encontraba cerca de un caudal, no habia agua pero habia llovido algunos dias antes. Estaba en el suelo debajo de un matorral ",false,2,false,2,Unnamed Road Baja California,31.9120440033,-116.5347491205,1376,,,false,gps,gps,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4298225,2016-10-05,2016-10-05 20:26:31 UTC,false,325800,2016-10-08 17:19:21 UTC,research,http://www.inaturalist.org/observations/4298225,"this little tree frog is very small. yellow light brown color. its skin is a little rough, but easy to handled. i found them under the drain water fall. them hid in the boulders and cobbles. And there are some tadpoles in the shallow water.",false,1,false,3,"91016, 蒙诺维亚, CA, US",34.1709425587,-117.9837823955,1603,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4335415,2016-10-05,2016-10-05 20:23:22 UTC,false,323186,2016-10-12 22:57:09 UTC,research,http://www.inaturalist.org/observations/4335415,,false,2,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.21162,-118.0195305,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4364018,2016-10-10,2016-10-10 18:58:53 UTC,false,327960,2016-10-15 19:00:56 UTC,research,http://www.inaturalist.org/observations/4364018,,false,2,false,2,"Chantry Flat Road Arcadia, CA 91006",34.1938822255,-118.021004386,1376,,,false,gps,gps,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4395805,2016-09-25,2016-09-26 01:11:00 UTC,false,53860,2016-10-20 00:11:37 UTC,research,http://www.inaturalist.org/observations/4395805,,false,1,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.2004216667,-118.02114,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4396834,2016-10-18,2016-10-18 17:13:27 UTC,false,169198,2016-10-20 03:03:30 UTC,research,http://www.inaturalist.org/observations/4396834,,false,2,false,3,"Santa Rosa Wildlife Area, Riverside County, US-CA, US",33.6403630721,-116.4102449176,10,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4396836,2016-10-18,2016-10-18 17:16:10 UTC,false,169198,2016-10-20 03:03:46 UTC,research,http://www.inaturalist.org/observations/4396836,,false,4,false,3,"Santa Rosa Wildlife Area, Riverside County, US-CA, US",33.6403980665,-116.4101688099,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4396837,2016-10-18,2016-10-18 17:17:49 UTC,false,169198,2016-10-20 03:03:55 UTC,research,http://www.inaturalist.org/observations/4396837,,false,2,false,3,"Santa Rosa Wildlife Area, Riverside County, US-CA, US",33.6404636968,-116.4102773556,10,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4415908,2016-10-22,2016-10-22 19:09:00 UTC,false,52839,2016-10-23 00:43:02 UTC,research,http://www.inaturalist.org/observations/4415908,,false,3,false,,"Los Angeles County, CA, USA",34.2365883333,-117.8110333333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4441764,2016-10-25,,false,21786,2016-10-26 21:30:41 UTC,research,http://www.inaturalist.org/observations/4441764,Photo and Observation by chaparralchick via Instagram,false,5,false,,"East Fork Bridge, Los Angeles, CA",34.236321,-117.80941,50,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4550389,2016-11-12,2016-11-12 21:07:00 UTC,false,80445,2016-11-13 02:37:52 UTC,research,http://www.inaturalist.org/observations/4550389,,false,3,false,,"Los Angeles County, CA, USA",34.2514916667,-117.8830555556,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4550393,2016-11-12,2016-11-12 20:06:00 UTC,false,80445,2016-11-13 02:38:37 UTC,research,http://www.inaturalist.org/observations/4550393,          ,false,2,false,,"Los Angeles County, CA, USA",34.246425,-117.8868472222,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4550396,2016-11-12,2016-11-12 18:33:00 UTC,false,80445,2016-11-13 02:39:20 UTC,research,http://www.inaturalist.org/observations/4550396,          ,false,2,false,,"Los Angeles County, CA, USA",34.2408444444,-117.8842055556,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4551914,2016-11-12,2016-11-12 21:05:00 UTC,false,12809,2016-11-13 06:07:55 UTC,research,http://www.inaturalist.org/observations/4551914,"",false,3,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.2470216667,-117.8860166667,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4551919,2016-11-12,2016-11-12 21:13:00 UTC,false,12809,2016-11-13 06:08:00 UTC,research,http://www.inaturalist.org/observations/4551919,Pseudacris cadaverina frogs were found nearby,false,2,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.2469616667,-117.88602,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4603294,2016-11-19,2016-11-19 21:56:00 UTC,false,52839,2016-11-20 04:21:05 UTC,research,http://www.inaturalist.org/observations/4603294,,false,3,false,,"Los Angeles County, CA, USA",34.229645,-117.7603883333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4613509,2016-04-23,2016-04-24 02:37:00 UTC,false,279716,2016-11-22 02:08:02 UTC,research,http://conabio.inaturalist.org/observations/4613509,,false,1,false,,"Ensenada, Baja California, Mexico",30.8917221255,-115.4719820021,15,,,false,,,Rana de Coro de California,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4638779,2016-11-25,2016-11-25 21:22:03 UTC,false,258100,2016-11-26 03:19:04 UTC,research,http://www.inaturalist.org/observations/4638779,,false,2,false,3,"Angeles National Forest, Pasadena, CA, US",34.194705,-118.102225,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4645106,2016-11-26,2016-11-27 02:44:50 UTC,false,80445,2016-11-27 04:19:44 UTC,research,http://www.inaturalist.org/observations/4645106,"46 degrees, after a rain storm. Saw 5 tree frogs hopping on the road as I drove. ",false,3,false,3,"Angeles National Forest, Valyermo, CA, US",34.2394805207,-117.8566909054,221,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4717154,2016-10-06,,false,328008,2016-12-05 04:09:45 UTC,research,http://www.inaturalist.org/observations/4717154,,false,3,false,,"Eaton Canyon Falls Trail, Altadena, CA, United States",34.194609,-118.102501,,,open,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4723065,2016-10-05,2016-10-05 22:58:00 UTC,false,327145,2016-12-06 06:21:37 UTC,research,http://www.inaturalist.org/observations/4723065,,false,3,false,,"Los Angeles County, CA, USA",34.2115892206,-118.0197286606,61,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4723090,2016-09-07,2016-09-08 05:28:00 UTC,false,327145,2016-12-06 06:30:26 UTC,research,http://www.inaturalist.org/observations/4723090,,false,3,false,,"Los Angeles County, CA, USA",34.1869153328,-118.0996799469,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4733165,2016-10-05,2016-10-05 20:23:36 UTC,false,320386,2016-12-07 23:50:47 UTC,research,http://www.inaturalist.org/observations/4733165,,false,3,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.2122583333,-118.0187694444,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4740573,2016-10-05,2016-10-05 20:24:05 UTC,false,327950,2016-12-09 05:56:48 UTC,research,http://www.inaturalist.org/observations/4740573,,false,4,false,3,"安奇勒斯国家森林区, La Cañada Flintridge, CA, US",34.21178,-118.0194861667,,,open,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4740577,2016-10-13,2016-10-14 04:07:37 UTC,false,327950,2016-12-09 05:59:11 UTC,research,http://www.inaturalist.org/observations/4740577,,false,4,false,3,"哈哈蒙纳流域公园, 帕萨迪纳, CA, US",34.1931030577,-118.1686283824,30,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4745976,2016-10-12,2016-10-12 20:55:31 UTC,false,327151,2016-12-10 00:27:30 UTC,research,http://www.inaturalist.org/observations/4745976,,false,3,false,3,"Hahamongna Watershed Park, Pasadena, CA, US",34.212595,-118.1720883333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4762063,2016-09-28,2016-09-28 10:26:00 UTC,false,326513,2016-12-12 11:27:50 UTC,research,http://www.inaturalist.org/observations/4762063,,false,2,false,,アメリカ合衆国 カリフォルニア州 ロサンゼルス,34.2024805081,-118.0186986923,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4832249,2016-12-15,2016-12-16 06:56:00 UTC,false,221979,2016-12-22 21:37:58 UTC,research,https://www.inaturalist.org/observations/4832249,This frog was right outside the nature center by the employee lot. He climbed up on the wall of the building. ,false,4,false,,"Pasadena, CA, USA",34.1771422065,-118.0968508233,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4899670,2017-01-03,2017-01-04 03:30:10 UTC,false,195291,2017-01-05 21:10:53 UTC,research,https://www.inaturalist.org/observations/4899670,,false,3,false,3,"Steckel Park, Santa Paula, CA, US",34.4072716667,-119.0823666667,,,,false,,,,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4927832,2014-03-22,2014-03-22 23:25:00 UTC,true,74669,2017-01-11 16:14:38 UTC,research,https://www.inaturalist.org/observations/4927832,"California tree frog on Rattlesnake Gulch trail, Joshua Tree.",false,1,false,,"California, United States",33.873415,-115.9009923,35582,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4953416,2016-10-22,2016-10-22 21:57:00 UTC,false,118152,2017-01-16 05:36:29 UTC,research,https://www.inaturalist.org/observations/4953416,,false,2,false,,"Riverside County, CA, USA",33.6404033333,-116.4101633333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4957465,2017-01-15,2017-01-15 19:34:29 UTC,true,61862,2017-01-16 23:10:03 UTC,research,https://www.inaturalist.org/observations/4957465,,false,2,false,3,"Mexicali, MX-BN, MX",32.1492695203,-115.7978840267,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
4978840,2017-01-03,2017-01-04 03:30:00 UTC,false,173183,2017-01-20 19:55:45 UTC,research,https://www.inaturalist.org/observations/4978840,,false,3,false,,"Ventura County, CA, USA",34.4072722222,-119.0823666667,,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5020105,2016-10-15,2016-10-15 20:20:01 UTC,false,350999,2017-01-29 02:14:29 UTC,research,https://www.inaturalist.org/observations/5020105,,false,1,false,3,"San Bernardino National Forest, Mountain Center, CA, US",33.5752815754,-116.4167316725,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5021240,2017-01-28,2017-01-28 21:59:00 UTC,true,71758,2017-01-29 07:08:29 UTC,research,http://conabio.inaturalist.org/observations/5021240,,false,2,false,,"Ensenada, B.C., México",32.0398762355,-116.7631244659,31,,,false,,,Rana de Coro de California,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5022872,2017-01-28,2017-01-28 20:59:00 UTC,true,23646,2017-01-29 18:52:43 UTC,research,http://conabio.inaturalist.org/observations/5022872,Rancho El Salto,false,1,false,,"Ensenada, B.C., México",32.0377316667,-116.7641866667,,,,false,,,Rana de Coro de California,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5022873,2017-01-28,2017-01-28 21:00:00 UTC,true,23646,2017-01-29 18:52:43 UTC,research,http://conabio.inaturalist.org/observations/5022873,Rancho El Salto,false,1,false,,"Ensenada, Baja California, Mexico",32.0377316667,-116.7641866667,,,,false,,,Rana de Coro de California,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5054804,2017-02-04,2017-02-04 20:40:00 UTC,false,217901,2017-02-05 02:32:20 UTC,research,https://www.inaturalist.org/observations/5054804,Two different frogs from the same pool,false,1,false,,"San Diego County, CA, USA",33.2353673223,-116.4477156289,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5055402,2017-02-04,2017-02-04 20:43:16 UTC,false,342962,2017-02-05 04:22:02 UTC,research,https://www.inaturalist.org/observations/5055402,,false,2,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2861283333,-116.4382083333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5061685,2016-12-20,2016-12-21 02:24:59 UTC,false,272203,2017-02-06 06:03:34 UTC,research,https://www.inaturalist.org/observations/5061685,,false,2,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.36907,-116.42173,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5061691,2016-12-21,2016-12-21 22:06:06 UTC,false,272203,2017-02-06 06:05:22 UTC,research,https://www.inaturalist.org/observations/5061691,,false,2,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.3552133333,-116.480775,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5071337,2017-02-05,2017-02-05 20:46:00 UTC,false,81261,2017-02-08 01:23:57 UTC,research,https://www.inaturalist.org/observations/5071337,"",false,1,false,,"Sloane Canyon; Dehesa, California",32.77142,-116.81836,3,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5073103,2008-04-22,,true,5504,2017-02-08 07:37:02 UTC,research,https://www.inaturalist.org/observations/5073103,"",false,1,false,,"Goleta, CA, USA",34.4358294,-119.8276389,3283,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5138594,2017-02-19,2017-02-19 18:41:00 UTC,true,187669,2017-02-20 00:52:28 UTC,research,https://www.inaturalist.org/observations/5138594,Found about 0.20 mile (325 meters) up the canyon (south) from the main 49 Palm pool area. Was about 6 in. from small pool; many small pools in this area among rocks.,false,1,false,,"San Bernardino County, CA, USA",34.103713,-116.106298,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5174533,2017-02-24,2017-02-24 17:24:49 UTC,false,387161,2017-02-25 10:24:04 UTC,research,https://www.inaturalist.org/observations/5174533,,false,5,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.3693666667,-116.4220666667,,,,false,,,Kangaroo Rats and Pocket Mice,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5202514,2017-02-24,2017-02-24 17:25:29 UTC,false,231709,2017-03-01 05:55:45 UTC,research,https://www.inaturalist.org/observations/5202514,,false,2,false,3,"San Diego County, US-CA, US",33.3692782,-116.4220747166,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5230727,2017-03-05,2017-03-05 19:08:22 UTC,true,66558,2017-03-05 20:14:07 UTC,research,https://www.inaturalist.org/observations/5230727,"",false,1,false,3,"9160 Whitewater Canyon Rd, Whitewater, CA, US",33.9853672103,-116.6551669143,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5256389,2017-03-07,2017-03-07 23:42:39 UTC,false,144737,2017-03-09 07:31:47 UTC,research,https://www.inaturalist.org/observations/5256389,"Heard a sound like ""cree cree""
Found a couple of frogs. 
Upper Arroyo from jpl. 
Under the big rock in the middle, in the vicinity of the branches.
Very well camouflaged with rocks.
",false,1,false,3,"Hahamongna Watershed Park, Pasadena, CA, US",34.2053616667,-118.1656416667,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5295274,2017-03-12,2017-03-12 18:01:10 UTC,false,403540,2017-03-13 03:45:24 UTC,research,https://www.inaturalist.org/observations/5295274,,false,1,false,3,"36342 Banner Grade, Julian, CA, US",33.0679854754,-116.5447560531,357,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5295370,2017-03-12,2017-03-13 02:43:16 UTC,false,80445,2017-03-13 03:57:50 UTC,research,https://www.inaturalist.org/observations/5295370,,false,1,false,3,"Hahamongna Watershed Park, Pasadena, CA, US",34.2011,-118.166725,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5295558,2017-03-12,2017-03-12 18:48:28 UTC,false,32433,2017-03-13 04:25:57 UTC,research,https://www.inaturalist.org/observations/5295558,,false,2,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2796562068,-116.4320905438,46,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5295591,2017-03-11,2017-03-12 06:06:35 UTC,false,32433,2017-03-13 04:34:04 UTC,research,https://www.inaturalist.org/observations/5295591,Not sure about this one? Any better ID?,false,3,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2702026248,-116.4183978619,19,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5297312,2017-03-12,2017-03-12 19:41:37 UTC,false,137290,2017-03-13 14:42:56 UTC,research,https://www.inaturalist.org/observations/5297312,,false,2,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2806009696,-116.433145676,14,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5308304,2017-03-14,2017-03-14 21:58:20 UTC,false,194307,2017-03-14 22:26:14 UTC,needs_id,https://www.inaturalist.org/observations/5308304,,false,2,false,3,"San Diego County, US-CA, US",32.8031533333,-116.63762,,,,false,,,Chorus Frogs,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5310383,2016-10-22,2016-10-22 17:54:00 UTC,false,424255,2017-03-15 02:36:36 UTC,needs_id,https://www.inaturalist.org/observations/5310383,He is a tiny greenish brown frog with brownish red tiny dots on his back. Smaller than a ping pong ball.,false,0,false,,"Los Angeles County, CA, USA",34.0987279378,-118.7331962579,61,,,false,,,California Chorus Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5312084,2011-04-17,,false,16988,2017-03-15 07:07:43 UTC,research,https://www.inaturalist.org/observations/5312084,Boyd Deep Canyon Reserve ,false,1,false,,"Riverside County, CA, USA",33.6668336879,-116.3819503784,1004,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5385853,2017-03-17,2017-03-17 20:33:25 UTC,false,124073,2017-03-18 03:36:40 UTC,research,https://www.inaturalist.org/observations/5385853,This critter made the loudest noise while it's throat blew a little bubble. ,false,2,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.2191583333,-118.1419528333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5407104,2017-03-17,2017-03-17 23:20:00 UTC,false,71758,2017-03-20 06:20:02 UTC,research,http://conabio.inaturalist.org/observations/5407104,,false,2,false,,"Ensenada, B.C., México",30.9465202089,-115.426345858,13499,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5409384,2017-03-18,2017-03-18 13:42:00 UTC,false,131804,2017-03-20 16:25:17 UTC,research,https://www.inaturalist.org/observations/5409384,,false,1,false,,"San Diego County, US-CA, US",32.7082252511,-116.6538809166,12,obscured,,true,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5409389,2017-03-18,2017-03-18 21:12:00 UTC,false,131804,2017-03-20 16:25:19 UTC,research,https://www.inaturalist.org/observations/5409389,,false,1,false,,"San Diego County, US-CA, US",32.7973602602,-116.752639229,6,obscured,,true,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
5409390,2017-03-18,2017-03-18 21:19:00 UTC,false,131804,2017-03-20 16:25:19 UTC,research,https://www.inaturalist.org/observations/5409390,,false,1,false,,"San Diego County, US-CA, US",32.7971825798,-116.6966627946,6,obscured,,true,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
